-20,-8.126
-19,-7.733
-18,-7.338
-17,-6.94
-16,-6.54
-15,-6.138
-14,-5.735
-13,-5.33
-12,-4.924
-11,-4.516
-10,-4.108
-9,-3.699
-8,-3.289
-7,-2.878
-6,-2.467
-5,-2.056
-4,-1.645
-3,-1.233
-2,-0.822
-1,-0.411
0,0
1,0.41
2,0.819
3,1.228
4,1.636
5,2.043
6,2.449
7,2.854
8,3.258
9,3.66
10,4.062
11,4.461
12,4.859
13,5.256
14,5.65
15,6.043
16,6.434
17,6.823
18,7.21
19,7.595
20,7.977
