0,0
1,-0.111
2,-0.224
3,-0.339
4,-0.456
5,-0.574
6,-0.693
7,-0.815
8,-0.938
9,-1.063
10,-1.189
11,-1.317
12,-1.447
13,-1.578
14,-1.711
15,-1.845
16,-1.981
17,-2.119
18,-2.258
19,-2.399
20,-2.541
21,-2.685
22,-2.831
23,-2.978
24,-3.126
25,-3.276
26,-3.428
27,-3.581
28,-3.736
29,-3.893
30,-4.051
31,-4.21
32,-4.371
33,-4.534
34,-4.698
35,-4.864
36,-5.031
37,-5.2
38,-5.371
39,-5.543
40,-5.716
41,-5.891
42,-6.068
43,-6.246
44,-6.426
45,-6.607
46,-6.79
47,-6.975
48,-7.161
49,-7.348
50,-7.538
51,-7.728
52,-7.921
53,-8.115
54,-8.31
55,-8.507
56,-8.706
57,-8.906
58,-9.108
59,-9.311
60,-9.516
61,-9.723
62,-9.931
63,-10.14
64,-10.352
65,-10.564
66,-10.779
67,-10.995
68,-11.212
69,-11.431
70,-11.652
71,-11.874
72,-12.098
73,-12.323
74,-12.55
75,-12.779
76,-13.009
77,-13.24
78,-13.473
79,-13.708
80,-13.944
81,-14.182
82,-14.421
83,-14.662
84,-14.904
85,-15.148
86,-15.394
87,-15.641
88,-15.889
89,-16.139
90,-16.391
91,-16.643
92,-16.898
93,-17.154
94,-17.411
95,-17.67
96,-17.93
97,-18.192
98,-18.455
99,-18.72
100,-18.986
101,-19.253
102,-19.522
103,-19.792
104,-20.063
105,-20.336
106,-20.611
107,-20.886
108,-21.163
109,-21.441
110,-21.721
111,-22.001
112,-22.283
113,-22.566
114,-22.851
115,-23.136
116,-23.423
117,-23.711
118,-24
119,-24.29
120,-24.581
121,-24.874
122,-25.167
123,-25.461
124,-25.756
125,-26.053
126,-26.35
127,-26.648
128,-26.947
129,-27.247
130,-27.547
131,-27.849
132,-28.151
133,-28.454
134,-28.757
135,-29.061
136,-29.366
137,-29.671
138,-29.977
139,-30.283
140,-30.59
141,-30.897
142,-31.204
143,-31.512
144,-31.82
145,-32.128
146,-32.436
147,-32.744
148,-33.052
149,-33.36
150,-33.668
151,-33.976
152,-34.284
153,-34.591
154,-34.898
155,-35.204
156,-35.51
157,-35.815
158,-36.119
159,-36.423
160,-36.726
161,-37.027
162,-37.328
163,-37.627
164,-37.926
165,-38.222
166,-38.518
167,-38.811
168,-39.104
169,-39.394
170,-39.682
171,-39.968
172,-40.252
173,-40.534
174,-40.813
175,-41.089
176,-41.363
177,-41.633
178,-41.901
179,-42.165
180,-42.426
