-10,-4.441
-9,-4.047
-8,-3.641
-7,-3.223
-6,-2.794
-5,-2.354
-4,-1.903
-3,-1.442
-2,-0.971
-1,-0.49
0,0
1,0.5
2,1.008
3,1.525
4,2.05
5,2.584
6,3.125
7,3.673
8,4.228
9,4.79
10,5.359
11,5.934
12,6.514
13,7.101
14,7.692
15,8.289
16,8.89
17,9.496
18,10.107
19,10.721
20,11.339
21,11.961
22,12.585
23,13.213
24,13.844
25,14.477
26,15.112
27,15.749
28,16.389
29,17.029
30,17.671
31,18.315
32,18.959
33,19.604
34,20.249
35,20.895
36,21.54
37,22.186
38,22.831
39,23.476
40,24.121
41,24.764
42,25.406
43,26.047
44,26.687
45,27.325
46,27.962
47,28.597
48,29.229
49,29.86
50,30.488
51,31.113
52,31.736
53,32.356
54,32.973
55,33.587
56,34.198
57,34.806
58,35.409
59,36.01
60,36.606
61,37.199
62,37.787
63,38.372
64,38.952
65,39.528
66,40.099
67,40.666
68,41.228
69,41.785
70,42.338
71,42.885
72,43.427
73,43.964
74,44.495
75,45.021
76,45.542
77,46.057
78,46.566
79,47.069
80,47.566
81,48.058
82,48.543
83,49.023
84,49.496
85,49.962
86,50.422
87,50.876
88,51.324
89,51.764
90,52.198
